"","TRANSECT","TRAP_START","PeriodID","JulianDate","month","year","Effort","Woylie_Caps","Chuditch_Caps","Quenda_Caps","Koomal_Caps","Round","prop.2yrsburnt.500m.transect","prop.2yrsburnt.1km.transect","prop.great10yrs.unburnt.500m.transect","prop.great10yrs.unburnt.1km.transect","prop.great20yrs.unburnt.500m.transect","prop.great20yrs.unburnt.1km.transect","prop.burnttwice.500m.transect","prop.burntthree.500m.transect","tsf.cat.shannon.diversity","prop_burnt_transect","prop_moderate_transect","prop_severe_transect","severity_diversity","pa_severe_transect","prop.5yrsharvest.500m.transect","prop.20yrsharvest.500m.transect","prop.great20yrsharvest.500m.transect","prop.5yrsharvest.1km.transect","prop.20yrsharvest.1km.transect","prop.great20yrsharvest.1km.transect","tsh.shannon.diversity","Year","BaitIntensity.Transect.Twelve","Rain.TwelveMonths","Rain.PrvAutumn","mean.smNDVI","ndvi.monthly.anomaly","prop.pasture.1km","prop.pasture.5km","DistCentroidPasture","Distance.Assets","RoadLength1km","RoadLength5km","mean.annual.precip","rain.anomaly.twelve","valleys.prop.area","Woylie_Abundance","Woylie_SD","Koomal_Abundance","Koomal_SD","Chuditch_Abundance","Chuditch_SD","Quenda_PA"
"11","Balban",2014-11-11,30,315,11,2014,200,88,1,1,55,"Nov_2014",0,0,0.415526191599811,0.433318161128812,0.0205285512033978,0.0349340009103323,0.00117980179329873,0,0.108042860574114,0,0,0,0,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2014,40.6593017578125,602.311828613281,150.805389404297,66.3355712890625,0.0423703574788847,0.0132131244457582,0.177176999992133,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,-0.0113508127373874,0.312599275490071,92.5493333333333,105,218.189666666667,409,8.941,17,1
"12","Balban",2015-06-16,31,167,6,2015,200,60,3,1,52,"Jun_2015",0,0,0.415526191599811,0.433318161128812,0.0205285512033978,0.0349340009103323,0.00047192071731949,0,0.766761132818041,0,0,0,0,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2015,46.9924583435059,630.354553222656,154.946487426758,66.3355712890625,0.105813459798808,0.0130062075081289,0.176964590561154,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,0.034679192945082,0.312599275490071,69.9923333333333,82,213.568,401.025,7.313,14,1
"13","Balban",2015-11-10,32,314,11,2015,200,69,1,0,61,"Nov_2015",0,0,0.415526191599811,0.433318161128812,0.0205285512033978,0.0349340009103323,0.00047192071731949,0,0.766761132818041,0,0,0,0,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2015,47.6338806152344,517.44970703125,154.946487426758,66.3355712890625,-0.0891841925407849,0.0130062075081289,0.176964590561154,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,-0.150645549360141,0.312599275490071,76.6833333333333,90,226.003666666667,437.025,5.34666666666667,12,0
"14","Balban",2016-10-25,34,299,10,2016,200,81,2,1,53,"Oct_2016",0.0214723926380368,0.0593991807009559,0.394053798961774,0.385184342284934,0.0205285512033978,0.0344788347746928,0.00047192071731949,0,0.854505967281326,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2016,41.1415061950684,745.520935058594,181.401596069336,66.3355712890625,0.0456425066124257,0.0131540053207213,0.17742087748696,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,0.223716074495651,0.312599275490071,91.0363333333333,105,172.930333333333,333.025,5.33,10.0250000000001,1
"15","Balban",2017-05-02,35,122,5,2017,200,110,3,1,41,"May_2017",0.0214723926380368,0.0593991807009559,0.394053798961774,0.385184342284934,0.0205285512033978,0.0344788347746928,0.00047192071731949,0,0.854505967281326,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2017,44.5115623474121,666.166381835938,213.550262451172,66.3355712890625,0.0989361744556419,0.0288501330180313,0.188383564230252,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,0.0934615936401226,0.312599275490071,111.105333333333,123,136.701333333333,261,5.38866666666667,10,1
"16","Balban",2017-11-07,36,311,11,2017,200,111,0,0,32,"Nov_2017",0.0214723926380368,0.0593991807009559,0.394053798961774,0.385184342284934,0.0205285512033978,0.0344788347746928,0.00047192071731949,0,0.854505967281326,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2017,44.7096710205078,567.194091796875,213.550262451172,66.3355712890625,-0.0442962004158713,0.0288501330180313,0.188383564230252,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,-0.0689939143878682,0.312599275490071,117.13,133,129.673,246,3.02566666666667,8,0
"17","Balban",2018-11-20,38,324,11,2018,200,107,1,0,28,"Nov_2018",0.905615856536102,0.846836595357305,0.0837659273242095,0.113450159308147,0.0186408683341199,0.0241238051888939,0.53704577630958,0.00047192071731949,0.381182972848473,0.813451076243791,0.744776472443428,0.0686746038003627,1.36863946664548,1,0,0,0.970821357024649,0,0,0.940041493775934,0.232322486446762,2018,44.0499114990234,604.177673339844,75.5978393554688,66.3355712890625,-0.1278021366429,0.054980786284363,0.195094128845987,14.6538709000886,19272.1953125,40213.3308748104,308481.833589957,609.22705078125,-0.00828817012463763,0.312599275490071,117.253333333333,133,112.475666666667,218,3.78033333333333,10,0
"18","Boyicup",2000-03-21,1,81,3,2000,200,134,0,2,9,"Mar_2000",0.129484029484029,0.102050721999757,0.524324324324324,0.491930590947701,0.101474201474201,0.107632568863002,0.00835380835380835,0,1.23347322617221,0.127570324066458,0.0671163020233591,0.0604540220430992,0.567497386800707,1,0,0,0.70907279971025,0,0.00132684652808492,0.663069438301636,0,2000,17.4297485351562,890.565551757812,185.946899414062,65.9755126953125,-0.0112048297735916,0.11129270515762,0.0810601584941023,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.360836716765999,0.364749574355285,151.493666666667,173,43.3873333333333,90,2.74533333333333,7,1
"19","Boyicup",2001-03-20,3,79,3,2001,200,138,0,0,15,"Mar_2001",0,0,0.558476658476659,0.562310399223395,0.101474201474201,0.107632568863002,0.00835380835380835,0,0.959306140869681,0,0,0,0,0,0,0,0.70907279971025,0,0.00132684652808492,0.663069438301636,0,2001,15.8413820266724,631.436096191406,134.450546264648,65.9755126953125,-0.128737801719597,0.11129270515762,0.0810601584941023,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0351283829779971,0.364749574355285,153.463333333333,173,57.6323333333333,114,0.848333333333333,4,0
"20","Boyicup",2002-03-12,5,71,3,2002,200,137,0,0,13,"Mar_2002",0,0,0.558476658476659,0.562310399223395,0.101474201474201,0.107632568863002,0.00442260442260442,0,0.95734039533565,0,0,0,0,0,0,0,0.70907279971025,0,0.00132684652808492,0.663069438301636,0,2002,15.557445526123,603.315368652344,126.925827026367,65.9755126953125,-0.104679189462975,0.110915548291794,0.0779513924256932,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0780985141062398,0.364749574355285,147.931333333333,163,66.8116666666667,132,0.802666666666667,4,0
"21","Boyicup",2003-03-11,7,70,3,2003,200,69,0,1,23,"Mar_2003",0,0,0.558476658476659,0.562310399223395,0.101474201474201,0.107632568863002,0.00442260442260442,0,0.95734039533565,0,0,0,0,0,0,0,0.70907279971025,0,0.00132684652808492,0.663069438301636,0,2003,18.0292854309082,676.565612792969,146.516006469727,65.9755126953125,-0.146089496766141,0.110915548291794,0.0779513924256932,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.0338321815532574,0.364749574355285,82.2486666666667,95.0250000000001,113.282333333333,220.025,0.562333333333333,3,1
"22","Boyicup",2004-03-09,9,69,3,2004,200,47,0,0,68,"Mar_2004",0,0,0.558476658476659,0.562310399223395,0.101474201474201,0.107632568863002,0.00442260442260442,0,0.95734039533565,0,0,0,0,0,0,0,0.70907279971025,0,0.00132684652808492,0.663069438301636,0,2004,18.5467796325684,780.777954101562,180.202209472656,65.9755126953125,-0.0438095925479994,0.112361316277462,0.0800823028500418,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.193074788807677,0.364749574355285,51.9286666666667,59,253.327,472,0.714,3,0
"23","Boyicup",2005-03-08,11,67,3,2005,200,6,0,0,27,"Mar_2005",0,0,0.558476658476659,0.562310399223395,0.102211302211302,0.107996602354083,0.00442260442260442,0,0.95734039533565,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2005,19.2290878295898,545.569519042969,108.856735229492,65.9755126953125,-0.177387884812437,0.110946978030613,0.0786970073542893,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.166337579983173,0.364749574355285,10.9413333333333,16,149.679333333333,286.025,0.59,3,0
"24","Boyicup",2005-11-01,12,305,11,2005,200,13,0,0,49,"Nov_2005",0,0,0.828009828009828,0.816648464992113,0.104176904176904,0.109938114306516,0.00442260442260442,0,0.958440124845726,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2005,19.1065883636475,859.723754882812,108.856735229492,65.9755126953125,-0.0168102337425824,0.110946978030613,0.0786970073542893,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.313708631117844,0.364749574355285,13.9443333333333,16,200.769666666667,389,0.754,3,0
"25","Boyicup",2006-03-21,13,80,3,2006,200,5,1,3,76,"Mar_2006",0,0,0.828009828009828,0.816648464992113,0.104176904176904,0.109938114306516,0.00442260442260442,0,0.958440124845726,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2006,22.1628608703613,924.839782714844,308.853057861328,65.9755126953125,0.00940788104327717,0.112078448628092,0.0793081671318272,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.413209764244855,0.364749574355285,6.532,9,276.693666666667,525,1.54033333333333,4,1
"26","Boyicup",2006-11-14,14,318,11,2006,200,4,0,1,67,"Nov_2006",0,0,0.828009828009828,0.816648464992113,0.524324324324324,0.491930590947701,0,0,0.729205916417209,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2006,18.559741973877,562.347351074219,308.853057861328,65.9755126953125,-0.0257561922300631,0.112078448628092,0.0793081671318272,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.14070006255305,0.364749574355285,4.849,7,269.763666666667,512,0.74,3,1
"27","Boyicup",2007-03-20,15,79,3,2007,200,4,0,1,89,"Mar_2007",0.0380835380835381,0.0605509040165029,0.793857493857494,0.795413178012377,0.524324324324324,0.491930590947701,0,0,0.885941091108788,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2007,19.973503112793,499.718994140625,85.4418334960938,65.9755126953125,-0.127984407197564,0.110852688814156,0.07881516491128,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.23639988774586,0.364749574355285,4.82766666666667,7,349.859333333333,667,0.989333333333333,4,1
"28","Boyicup",2008-04-01,17,92,4,2008,200,6,0,1,95,"Apr_2008",0.0380835380835381,0.0605509040165029,0.923341523341523,0.897463900012134,0.524324324324324,0.491930590947701,0,0,1.08345560159794,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2008,14.2697343826294,670.475463867188,126.176383972168,65.9755126953125,-0.02755897331588,0.110664110381243,0.0801882372114817,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.0245260746053548,0.364749574355285,7.16166666666667,10,359.869666666667,684,2.41233333333333,7,1
"29","Boyicup",2009-03-10,19,69,3,2009,200,10,2,0,77,"Mar_2009",0.0380835380835381,0.0605509040165029,0.923341523341523,0.897463900012134,0.524324324324324,0.491930590947701,0,0,0.824105782145928,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2009,15.9129705429077,791.993957519531,232.487319946289,65.9755126953125,-0.0163158687093034,0.111669862023447,0.080522337889869,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.210213503904413,0.364749574355285,12.015,16,324.521333333333,613.05,4.57433333333333,10,0
"30","Boyicup",2010-04-20,21,110,4,2010,200,21,2,1,82,"Apr_2010",0.777395577395577,0.716539254944788,0.145945945945946,0.180924645067346,0.103685503685504,0.113821138211382,0.000245700245700246,0,0.679372221343118,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2010,18.309741973877,637.549560546875,107.532005310059,65.9755126953125,0.00777431117147599,0.110946978030613,0.0795485566443254,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0257866486776516,0.364749574355285,23.2123333333333,27,326.105333333333,614.025,5.61066666666667,12,1
"31","Boyicup",2011-03-22,23,81,3,2011,200,16,4,1,93,"Mar_2011",0.777395577395577,0.716539254944788,0.145945945945946,0.180924645067346,0.103685503685504,0.125955587914088,0.000245700245700246,0,0.679372221343118,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2011,18.7321147918701,479.989501953125,104.47274017334,65.9755126953125,-0.0995624639806482,0.111544143068171,0.0832725568887893,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.266547716076861,0.364749574355285,19.3336666666667,24,316.186333333333,605.025,9.824,18,1
"32","Boyicup",2012-03-20,25,80,3,2012,200,19,4,1,62,"Mar_2012",0.777395577395577,0.716539254944788,0.145945945945946,0.180924645067346,0.103685503685504,0.125955587914088,0.000245700245700246,0,0.679372221343118,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.70907279971025,0,0,0.664396284829721,0,2012,18.4927825927734,729.714233398438,116.807281494141,65.9755126953125,-0.0135023404149065,0.112204167583367,0.0830688369629433,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.115046410222476,0.364749574355285,21.3503333333333,26,246.323333333333,478.025,8.78266666666667,16,1
"33","Boyicup",2013-03-25,27,84,3,2013,200,13,0,0,81,"Mar_2013",0,0,0.145945945945946,0.180924645067346,0.103685503685504,0.125955587914088,0.000245700245700246,0,0.517749325377637,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2013,17.5261096954346,607.990295410156,73.9789199829102,65.9755126953125,-0.0767181481396426,0.112927051576201,0.0838837166663271,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0709549501454892,0.364749574355285,16.4533333333333,21,292.037666666667,550.025,3.24266666666667,9,0
"34","Boyicup",2014-03-25,29,84,3,2014,200,22,2,0,74,"Mar_2014",0,0,0.145945945945946,0.180924645067346,0.103685503685504,0.125955587914088,0.000245700245700246,0,0.517749325377637,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2014,13.2938575744629,678.300109863281,174.565124511719,65.9755126953125,-0.0567974463031432,0.110506961687148,0.0816753926701571,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.0364825954321071,0.364749574355285,23.7526666666667,28,261.723666666667,494,4.31033333333333,9,0
"35","Boyicup",2015-03-24,31,83,3,2015,200,25,1,1,60,"Mar_2015",0,0,0.145945945945946,0.180924645067346,0.103685503685504,0.125955587914088,0.000245700245700246,0,0.517749325377637,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2015,15.2730875015259,647.674621582031,157.425827026367,65.9755126953125,-0.113789620375626,0.109564069522582,0.0802575019862693,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0103149579200864,0.364749574355285,29.622,37,222.18,426,3.40666666666667,8,1
"36","Boyicup",2016-04-05,33,96,4,2016,200,52,1,0,58,"Apr_2016",0,0,0.145945945945946,0.180924645067346,0.107371007371007,0.139546171581119,0.000245700245700246,0,0.517749325377637,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2016,15.0151958465576,651.816467285156,194.04801940918,65.9755126953125,-0.0305915065593951,0.110821259075337,0.080872736162324,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.00398597326885342,0.364749574355285,58.6243333333333,67,218.088666666667,413,3.60133333333333,8,0
"37","Boyicup",2017-03-28,35,87,3,2017,200,55,5,1,41,"Mar_2017",0,0,0.184029484029484,0.241475549083849,0.111302211302211,0.163087004004368,0.000245700245700246,0,0.513561428362072,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2017,12.5862808227539,789.850708007812,219.939300537109,65.9755126953125,0.0334732005087272,0.110224094037779,0.080424552325463,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,0.206938492173967,0.364749574355285,64.5906666666667,76,157.489666666667,305,6.201,11,1
"38","Boyicup",2017-10-17,36,290,10,2017,200,98,0,0,15,"Oct_2017",0,0,0.184029484029484,0.241475549083849,0.145945945945946,0.180924645067346,0.000245700245700246,0,0.513561428362072,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2017,15.4019908905029,618.641174316406,219.939300537109,65.9755126953125,0.0402962544977485,0.110224094037779,0.080424552325463,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.0546797786515495,0.364749574355285,103.151,114,95.4703333333333,191.025,3.487,9,0
"39","Boyicup",2018-04-17,37,107,4,2018,200,81,2,0,50,"Apr_2018",0,0,0.184029484029484,0.241475549083849,0.145945945945946,0.180924645067346,0.000245700245700246,0,0.618686157926768,0,0,0,0,0,0,0,0.70907279971025,0,0,0.664396284829721,0,2018,18.3341999053955,566.041198730469,87.7320098876953,65.9755126953125,-0.0355826905895308,0.109846937171952,0.0801434188277955,5.95917564507155,13642.330078125,38437.4979713247,347775.778733371,654.424987792969,-0.135055645354515,0.364749574355285,87.4806666666667,101,143.917666666667,277,4.704,10,0
"40","Camelar",2000-10-31,2,305,10,2000,200,79,0,3,3,"Oct_2000",0,0.000118273211117682,0.0105868814729574,0.0399763453577765,0.0105868814729574,0.0378474275576582,0,0,0.0628963441244454,0,0,0,0,0,0,0,0.788884174798473,0,0,0.737940250894512,0,2000,18.0486602783203,756.781188964844,178.256378173828,66.7471533203125,-0.000665748106776569,0.00750405831725321,0.0969987942562753,6.36248493245261,16608.94140625,51782.6831465428,286096.270764833,619.626342773438,0.221350896053746,0.108121575295959,91.9306666666667,106,16.8533333333333,39,1.62566666666667,6,1
"41","Camelar",2001-10-30,4,303,10,2001,200,78,0,2,2,"Oct_2001",0,0.000118273211117682,0.0105868814729574,0.0399763453577765,0.0105868814729574,0.0378474275576582,0,0,0.0628963441244454,0,0,0,0,0,0,0,0.788884174798473,0,0,0.737940250894512,0,2001,26.0893039703369,470.885009765625,124.607460021973,66.7471533203125,-0.101050428995626,0.00750405831725321,0.0969987942562753,6.36248493245261,16608.94140625,51782.6831465428,286096.270764833,619.626342773438,-0.240050047488376,0.108121575295959,87.1033333333333,97,20.78,48,0.797,3.02500000000009,1
"42","Camelar",2002-11-05,6,309,11,2002,200,51,0,0,14,"Nov_2002",0.00046029919447641,0.000473092844470727,0.010126582278481,0.0396215257244234,0.010126582278481,0.0374926079243051,0,0,0.0654383746857949,0,0,0,0,0,0,0,0.788884174798473,0,0,0.737940250894512,0,2002,21.8202590942383,721.671997070312,119.996887207031,66.7471533203125,-0.0686984729019907,0.00759594474562774,0.0874975337060178,6.36248493245261,16608.94140625,51782.6831465428,286096.270764833,619.626342773438,0.164689018610991,0.108121575295959,54.5196666666667,64,45.2426666666667,90,0.671,3,0
"43","Camelar",2003-11-04,8,308,11,2003,200,36,0,1,8,"Nov_2003",0.00046029919447641,0.000354819633353046,0.010126582278481,0.0396215257244234,0.010126582278481,0.0374926079243051,0,0,0.0654383746857949,0,0,0,0,0,0,0,0.788884174798473,0,0,0.737940250894512,0,2003,23.4282150268555,743.489196777344,147.397552490234,66.7471533203125,-0.0931004437816193,0.00759594474562774,0.0874975337060178,6.36248493245261,16608.94140625,51782.6831465428,286096.270764833,619.626342773438,0.199899270662861,0.108121575295959,40.623,47,36.56,78,0.85,4,1
