"","TRANSECT","TRAP_START","PeriodID","JulianDate","month","year","Trap.Effort","Woylie_Caps","Chuditch_Caps","Quenda_Caps","Koomal_Caps","Round","prop.2yrsburnt.500m.transect","prop.2yrsburnt.1km.transect","prop.great10yrs.unburnt.500m.transect","prop.great10yrs.unburnt.1km.transect","prop.great20yrs.unburnt.500m.transect","prop.great20yrs.unburnt.1km.transect","prop.burnttwice.500m.transect","prop.burntthree.500m.transect","tsf.cat.shannon.diversity","prop_burnt_transect","prop_moderate_transect","prop_severe_transect","severity_diversity","pa_severe_transect","prop.5yrsharvest.500m.transect","prop.20yrsharvest.500m.transect","prop.great20yrsharvest.500m.transect","prop.5yrsharvest.1km.transect","prop.20yrsharvest.1km.transect","prop.great20yrsharvest.1km.transect","tsh.shannon.diversity","Year","BaitIntensity.Transect.Twelve","Rain.TwelveMonths","Rain.PrvAutumn","mean.smNDVI","ndvi.monthly.anomaly","prop.pasture.1km","prop.pasture.5km","DistCentroidPasture","Distance.Assets","RoadLength1km","RoadLength5km","mean.annual.precip","rain.anomaly.twelve","valleys.prop.area","Quenda_PA","Woylie_Abundance","Woylie_SD","Koomal_Abundance","Koomal_SD","Chuditch_Abundance","Chuditch_SD"
"11","Balban",2014-11-11,30,315,11,2014,10000,88,1,1,55,"Nov_2014",0,0,0.415939636878095,0.433318161128812,0.0205140297099741,0.0349340009103323,0.00117896722471115,0,0.0967003314598349,0,0,0,0,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2014,40.6535415649414,602.311828613281,150.805389404297,66.113662109375,0.0458169217653296,0.0132131244457582,0.177176999992133,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,-0.0113508127373874,0.312481863212618,1,92.5493333333333,105,218.189666666667,409,8.941,17
"12","Balban",2015-06-16,31,167,6,2015,10000,60,3,1,52,"Jun_2015",0,0,0.415939636878095,0.433318161128812,0.0205140297099741,0.0349340009103323,0.000471586889884461,0,0.756351407605597,0,0,0,0,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2015,46.9880065917969,630.354553222656,154.946487426758,66.113662109375,0.10946979667626,0.0130062075081289,0.176964590561154,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,0.034679192945082,0.312481863212618,1,69.9923333333333,82,213.568,401.025,7.313,14
"13","Balban",2015-11-10,32,314,11,2015,9950,69,1,0,61,"Nov_2015",0,0,0.415939636878095,0.433318161128812,0.0205140297099741,0.0349340009103323,0.000471586889884461,0,0.756351407605597,0,0,0,0,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2015,47.6290588378906,517.44970703125,154.946487426758,66.113662109375,-0.0861726091712127,0.0130062075081289,0.176964590561154,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,-0.150645549360141,0.312481863212618,0,76.6833333333333,90,226.003666666667,437.025,5.34666666666667,12
"14","Balban",2016-10-25,34,299,10,2016,10000,81,2,1,53,"Oct_2016",0.021457203489743,0.0591715976331361,0.394482433388352,0.385298133818844,0.0205140297099741,0.0344788347746928,0.000471586889884461,0,0.831290455182192,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2016,41.1375579833984,745.520935058594,181.401596069336,66.113662109375,0.0490998901554455,0.0131540053207213,0.17742087748696,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,0.223716074495651,0.312481863212618,1,91.0363333333333,105,172.930333333333,333.025,5.33,10.0250000000001
"15","Balban",2017-05-02,35,122,5,2017,10000,110,3,1,41,"May_2017",0.021457203489743,0.0591715976331361,0.394482433388352,0.385298133818844,0.0205140297099741,0.0344788347746928,0.000471586889884461,0,0.831290455182192,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2017,44.5077209472656,666.166381835938,213.550262451172,66.113662109375,0.102569771808815,0.0288501330180313,0.188383564230252,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,0.0934615936401226,0.312481863212618,1,111.105333333333,123,136.701333333333,261,5.38866666666667,10
"16","Balban",2017-11-07,36,311,11,2017,10000,111,0,0,32,"Nov_2017",0.021457203489743,0.0591715976331361,0.394482433388352,0.385298133818844,0.0205140297099741,0.0344788347746928,0.000471586889884461,0,0.831290455182192,0.0103287865646929,0.0103287865646929,0,0.122444333365646,0,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2017,44.7049522399902,567.194091796875,213.550262451172,66.113662109375,-0.0411361963343727,0.0288501330180313,0.188383564230252,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,-0.0689939143878682,0.312481863212618,0,117.13,133,129.673,246,3.02566666666667,8
"17","Balban",2018-11-20,38,324,11,2018,10000,107,1,0,28,"Nov_2018",0.905682622023108,0.846722803823395,0.0837066729544919,0.113450159308147,0.0186276821504362,0.0241238051888939,0.536665880688517,0.000471586889884461,0.368772420832221,0.813451076243791,0.744776472443428,0.0686746038003627,1.36863946664548,1,0,0,0.970525819382221,0,0,0.939235320892126,0.213920467531773,2018,44.0461196899414,604.177673339844,75.5978393554688,66.113662109375,-0.124918242271776,0.054980786284363,0.195094128845987,14.6538708867637,19272.16796875,40213.3308748106,308481.833589958,609.22705078125,-0.00828817012463763,0.312481863212618,0,117.253333333333,133,112.475666666667,218,3.78033333333333,10
"18","Boyicup",2000-03-21,1,81,3,2000,10000,134,0,2,9,"Mar_2000",0.129388657009575,0.102147276477011,0.524429167689664,0.492175178939706,0.101153940584336,0.10736382385054,0.00834765529094034,0,1.2304711005437,0.127570324066458,0.0671163020233591,0.0604540220430992,0.567497386800707,1,0,0,0.709550699729929,0,0.0014557806623802,0.662137571272595,0,2000,17.4265403747559,890.565551757812,185.946899414062,65.8984326171875,-0.0100655443525593,0.11129270515762,0.0810601584941023,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.360836716765999,0.364573512876363,1,151.493666666667,173,43.3873333333333,90,2.74533333333333,7
"19","Boyicup",2001-03-20,3,79,3,2001,10000,138,0,0,15,"Mar_2001",0,0,0.558556346673214,0.562537910954749,0.101153940584336,0.10736382385054,0.00834765529094034,0,0.953218100000078,0,0,0,0,0,0,0,0.709550699729929,0,0.0014557806623802,0.662137571272595,0,2001,15.8395729064941,631.436096191406,134.450546264648,65.8984326171875,-0.127733937268914,0.11129270515762,0.0810601584941023,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0351283829779971,0.364573512876363,0,153.463333333333,173,57.6323333333333,114,0.848333333333333,4
"20","Boyicup",2002-03-12,5,71,3,2002,10000,137,0,0,13,"Mar_2002",0,0,0.558556346673214,0.562537910954749,0.101153940584336,0.10736382385054,0.00441934691873312,0,0.951927506829521,0,0,0,0,0,0,0,0.709550699729929,0,0.0014557806623802,0.662137571272595,0,2002,15.5552272796631,603.315368652344,126.925827026367,65.8984326171875,-0.103647604785677,0.110915548291794,0.0779513924256932,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0780985141062398,0.364573512876363,0,147.931333333333,163,66.8116666666667,132,0.802666666666667,4
"21","Boyicup",2003-03-11,7,70,3,2003,10000,69,0,1,23,"Mar_2003",0,0,0.558556346673214,0.562537910954749,0.101153940584336,0.10736382385054,0.00441934691873312,0,0.951927506829521,0,0,0,0,0,0,0,0.709550699729929,0,0.0014557806623802,0.662137571272595,0,2003,18.0253582000732,676.565612792969,146.516006469727,65.8984326171875,-0.145105624861733,0.110915548291794,0.0779513924256932,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.0338321815532574,0.364573512876363,1,82.2486666666667,95.0250000000001,113.282333333333,220.025,0.562333333333333,3
"22","Boyicup",2004-03-09,9,69,3,2004,10000,47,0,0,68,"Mar_2004",0,0,0.558556346673214,0.562537910954749,0.101153940584336,0.10736382385054,0.00441934691873312,0,0.951927506829521,0,0,0,0,0,0,0,0.709550699729929,0,0.0014557806623802,0.662137571272595,0,2004,18.5423107147217,780.777954101562,180.202209472656,65.8984326171875,-0.0427078741904031,0.112361316277462,0.0800823028500418,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.193074788807677,0.364573512876363,0,51.9286666666667,59,253.327,472,0.714,3
"23","Boyicup",2005-03-08,11,67,3,2005,10000,6,0,0,27,"Mar_2005",0,0,0.558556346673214,0.562537910954749,0.101890498404125,0.107727769016135,0.00441934691873312,0,0.951927506829521,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2005,19.2244968414307,545.569519042969,108.856735229492,65.8984326171875,-0.176440074772282,0.110946978030613,0.0786970073542893,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.166337579983173,0.364573512876363,0,10.9413333333333,16,149.679333333333,286.025,0.59,3
"24","Boyicup",2005-11-01,12,305,11,2005,10000,13,0,0,49,"Nov_2005",0,0,0.828136508715934,0.816692951595293,0.103854652590228,0.109668809899309,0.00441934691873312,0,0.953167130610288,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2005,19.1021480560303,859.723754882812,108.856735229492,65.8984326171875,-0.0156774068432067,0.110946978030613,0.0786970073542893,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.313708631117844,0.364573512876363,0,13.9443333333333,16,200.769666666667,389,0.754,3
"25","Boyicup",2006-03-21,13,80,3,2006,10000,5,1,3,76,"Mar_2006",0,0,0.828136508715934,0.816692951595293,0.103854652590228,0.109668809899309,0.00441934691873312,0,0.953167130610288,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2006,22.1583690643311,924.839782714844,308.853057861328,65.8984326171875,0.0105709163385289,0.112078448628092,0.0793081671318272,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.413209764244855,0.364573512876363,1,6.532,9,276.693666666667,525,1.54033333333333,4
"26","Boyicup",2006-11-14,14,318,11,2006,10000,4,0,1,67,"Nov_2006",0,0,0.828136508715934,0.816692951595293,0.524429167689664,0.492175178939706,0,0,0.723964633287809,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2006,18.5550880432129,562.347351074219,308.853057861328,65.8984326171875,-0.0246336728244827,0.112078448628092,0.0793081671318272,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.14070006255305,0.364573512876363,1,4.849,7,269.763666666667,512,0.74,3
"27","Boyicup",2007-03-20,15,79,3,2007,10000,4,0,1,89,"Mar_2007",0.0380554873557574,0.0605362125439767,0.794009329732384,0.795462816935582,0.524429167689664,0.492175178939706,0,0,0.868238673069214,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2007,19.9677982330322,499.718994140625,85.4418334960938,65.8984326171875,-0.126979674689046,0.110852688814156,0.07881516491128,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.23639988774586,0.364573512876363,1,4.82766666666667,7,349.859333333333,667,0.989333333333333,4
"28","Boyicup",2008-04-01,17,92,4,2008,10000,6,0,1,95,"Apr_2008",0.0380554873557574,0.0605362125439767,0.923397986741959,0.897610093412592,0.524429167689664,0.492175178939706,0,0,1.07862843657426,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2008,14.2660350799561,670.475463867188,126.176383972168,65.8984326171875,-0.0264385310666918,0.110664110381243,0.0801882372114817,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.0245260746053548,0.364573512876363,1,7.16166666666667,10,359.869666666667,684,2.41233333333333,7
"29","Boyicup",2009-03-10,19,69,3,2009,10000,10,2,0,77,"Mar_2009",0.0380554873557574,0.0605362125439767,0.923397986741959,0.897610093412592,0.524429167689664,0.492175178939706,0,0,0.814689550824212,0.0407961835828261,0.00937654219443988,0.0314196413883862,0.207944996834632,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2009,15.907751083374,791.993957519531,232.487319946289,65.8984326171875,-0.0151824722047232,0.111669862023447,0.080522337889869,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.210213503904413,0.364573512876363,0,12.015,16,324.521333333333,613.05,4.57433333333333,10
"30","Boyicup",2010-04-20,21,110,4,2010,10000,21,2,1,82,"Apr_2010",0.777805057697029,0.716971976222249,0.14559292904493,0.180638117190343,0.103363614043702,0.113550891665656,0.000245519273262951,0,0.664059827777739,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2010,18.3044719696045,637.549560546875,107.532005310059,65.8984326171875,0.00893546427474777,0.110946978030613,0.0795485566443254,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0257866486776516,0.364573512876363,1,23.2123333333333,27,326.105333333333,614.025,5.61066666666667,12
"31","Boyicup",2011-03-22,23,81,3,2011,10000,16,4,1,93,"Mar_2011",0.777805057697029,0.716971976222249,0.14559292904493,0.180638117190343,0.103363614043702,0.125682397185491,0.000245519273262951,0,0.664059827777739,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2011,18.7266960144043,479.989501953125,104.47274017334,65.8984326171875,-0.0985249838348844,0.111544143068171,0.0832725568887893,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.266547716076861,0.364573512876363,1,19.3336666666667,24,316.186333333333,605.025,9.824,18
"32","Boyicup",2012-03-20,25,80,3,2012,10000,19,4,1,62,"Mar_2012",0.777805057697029,0.716971976222249,0.14559292904493,0.180638117190343,0.103363614043702,0.125682397185491,0.000245519273262951,0,0.664059827777739,0.749300871853923,0.645665405494325,0.103635466359599,1.40946905844406,1,0,0,0.709550699729929,0,0,0.663593351934975,0,2012,18.4876861572266,729.714233398438,116.807281494141,65.8984326171875,-0.0123657021754717,0.112204167583367,0.0830688369629433,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.115046410222476,0.364573512876363,1,21.3503333333333,26,246.323333333333,478.025,8.78266666666667,16
"33","Boyicup",2013-03-25,27,84,3,2013,10000,13,0,0,81,"Mar_2013",0,0,0.14559292904493,0.180638117190343,0.103363614043702,0.125682397185491,0.000245519273262951,0,0.515470446388615,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2013,17.5215072631836,607.990295410156,73.9789199829102,65.8984326171875,-0.0756543468742224,0.112927051576201,0.0838837166663271,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0709549501454892,0.364573512876363,0,16.4533333333333,21,292.037666666667,550.025,3.24266666666667,9
"34","Boyicup",2014-03-25,29,84,3,2014,10000,22,2,0,74,"Mar_2014",0,0,0.14559292904493,0.180638117190343,0.103363614043702,0.125682397185491,0.000245519273262951,0,0.515470446388615,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2014,13.2895421981812,678.300109863281,174.565124511719,65.8984326171875,-0.0557106924931896,0.110506961687148,0.0816753926701571,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.0364825954321071,0.364573512876363,0,23.7526666666667,28,261.723666666667,494,4.31033333333333,9
"35","Boyicup",2015-03-24,31,83,3,2015,10000,25,1,1,60,"Mar_2015",0,0,0.14559292904493,0.180638117190343,0.103363614043702,0.125682397185491,0.000245519273262951,0,0.515470446388615,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2015,15.2669591903687,647.674621582031,157.425827026367,65.8984326171875,-0.112768532696524,0.109564069522582,0.0802575019862693,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0103149579200864,0.364573512876363,1,29.622,37,222.18,426,3.40666666666667,8
"36","Boyicup",2016-04-05,33,96,4,2016,10000,52,1,0,58,"Apr_2016",0,0,0.14559292904493,0.180638117190343,0.107046403142647,0.139269683367706,0.000245519273262951,0,0.515470446388615,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2016,15.0084095001221,651.816467285156,194.04801940918,65.8984326171875,-0.0294745583815951,0.110821259075337,0.080872736162324,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.00398597326885342,0.364573512876363,0,58.6243333333333,67,218.088666666667,413,3.60133333333333,8
"37","Boyicup",2017-03-28,35,87,3,2017,10000,55,5,1,41,"Mar_2017",0,0,0.183648416400687,0.24117432973432,0.110974711514854,0.162804804076186,0.000245519273262951,0,0.511743023084472,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2017,12.578631401062,789.850708007812,219.939300537109,65.8984326171875,0.03466396375861,0.110224094037779,0.080424552325463,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,0.206938492173967,0.364573512876363,1,64.5906666666667,76,157.489666666667,305,6.201,11
"38","Boyicup",2017-10-17,36,290,10,2017,10000,98,0,0,15,"Oct_2017",0,0,0.183648416400687,0.24117432973432,0.14559292904493,0.180638117190343,0.000245519273262951,0,0.511743023084472,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2017,15.3944749832153,618.641174316406,219.939300537109,65.8984326171875,0.0414948792402545,0.110224094037779,0.080424552325463,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.0546797786515495,0.364573512876363,0,103.151,114,95.4703333333333,191.025,3.487,9
"39","Boyicup",2018-04-17,37,107,4,2018,10000,81,2,0,50,"Apr_2018",0,0,0.183648416400687,0.24117432973432,0.14559292904493,0.180638117190343,0.000245519273262951,0,0.605945215462683,0,0,0,0,0,0,0,0.709550699729929,0,0,0.663593351934975,0,2018,18.3266754150391,566.041198730469,87.7320098876953,65.8984326171875,-0.0344714932318911,0.109846937171952,0.0801434188277955,5.95917563770696,13642.3291015625,38437.4979713247,347775.778733376,654.424987792969,-0.135055645354515,0.364573512876363,0,87.4806666666667,101,143.917666666667,277,4.704,10
"40","Camelar",2000-10-31,2,305,10,2000,10000,79,0,3,3,"Oct_2000",0,0.000118259224219489,0.0105966367196498,0.0399716177861873,0.0105966367196498,0.0378429517502365,0,0,0.049332091675254,0,0,0,0,0,0,0,0.791292328956462,0,0,0.738883632923368,0,2000,18.04567527771,756.781188964844,178.256378173828,66.70162109375,6.34678303204866e-06,0.00750405831725321,0.0969987942562753,6.36248494068518,16608.95703125,51782.6831465426,286096.270764834,619.626342773438,0.221350896053746,0.107728510911374,1,91.9306666666667,106,16.8533333333333,39,1.62566666666667,6
"41","Camelar",2001-10-30,4,303,10,2001,10000,78,0,2,2,"Oct_2001",0,0.000118259224219489,0.0105966367196498,0.0399716177861873,0.0105966367196498,0.0378429517502365,0,0,0.049332091675254,0,0,0,0,0,0,0,0.791292328956462,0,0,0.738883632923368,0,2001,26.0870666503906,470.885009765625,124.607460021973,66.70162109375,-0.100445847083495,0.00750405831725321,0.0969987942562753,6.36248494068518,16608.95703125,51782.6831465426,286096.270764834,619.626342773438,-0.240050047488376,0.107728510911374,1,87.1033333333333,97,20.78,48,0.797,3.02500000000009
"42","Camelar",2002-11-05,6,309,11,2002,10000,51,0,0,14,"Nov_2002",0.00046072333563695,0.000473036896877956,0.0101359133840129,0.0396168401135289,0.0101359133840129,0.0374881740775781,0,0,0.0504442455609214,0,0,0,0,0,0,0,0.791292328956462,0,0,0.738883632923368,0,2002,21.8172912597656,721.671997070312,119.996887207031,66.70162109375,-0.0680721329201001,0.00759594474562774,0.0874975337060178,6.36248494068518,16608.95703125,51782.6831465426,286096.270764834,619.626342773438,0.164689018610991,0.107728510911374,0,54.5196666666667,64,45.2426666666667,90,0.671,3
"43","Camelar",2003-11-04,8,308,11,2003,10000,36,0,1,8,"Nov_2003",0.00046072333563695,0.000354777672658467,0.0101359133840129,0.0396168401135289,0.0101359133840129,0.0374881740775781,0,0,0.0504442455609214,0,0,0,0,0,0,0,0.791292328956462,0,0,0.738883632923368,0,2003,23.423791885376,743.489196777344,147.397552490234,66.70162109375,-0.0924905151654938,0.00759594474562774,0.0874975337060178,6.36248494068518,16608.95703125,51782.6831465426,286096.270764834,619.626342773438,0.199899270662861,0.107728510911374,1,40.623,47,36.56,78,0.85,4
